timestamp,Delta,Theta,Alpha,Beta,Gamma,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,FO-NF,FO-FA,UF-NF,UF-FA,Label_Class
2025-11-09 19:30:03.867027,0.13539653247149075,0.11918178664078245,0.20662496617712078,0.3656004198836137,0.1731962948269923,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.867720,0.12185916357311538,0.15883288220907613,0.21616144076739874,0.33113968313812736,0.17200683031228242,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.868371,0.05776873898162015,0.1366267605291299,0.19786547232808707,0.3116393339986499,0.29609969416251297,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.869018,0.06558404554835057,0.168748835123118,0.13746161006813315,0.3135569450417314,0.31464856421866694,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.869654,0.07419904799869916,0.12890284598834506,0.1541785492058895,0.3632642632110849,0.27945529359598126,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.870284,0.03953297452267131,0.15302562852171156,0.2607647695989973,0.3575175552535013,0.18915907210311866,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.870911,0.0452946826632104,0.13514280767601564,0.17401989719693206,0.3435787039182246,0.3019639085456172,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.871537,0.04136199475410432,0.11463973226219035,0.16281481652252724,0.39376856568658164,0.2874148907745965,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.872467,0.0702411835202113,0.15472205925861143,0.10039047638403173,0.3925662143938321,0.28208006644331335,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.873215,0.09203082509627702,0.1549606185671983,0.15992471708890427,0.3099753922680581,0.28310844697956217,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.873873,0.09716672793781307,0.15947873088519907,0.1552505444101615,0.33478214175670706,0.25332185501011933,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.874522,0.06669774350231614,0.1279872246031725,0.19804623509671584,0.3774858437983695,0.22978295299942586,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
2025-11-09 19:30:03.875236,0.08164000235250846,0.13855796846262045,0.1674330109164691,0.35164861149582544,0.2607204067725766,0.9793339319721848,-0.29098089287851586,1.9858242441651706,836.0,0.08474835544771095,0.1432995646865026,0.1875,0.5625,0.0625,0.1875,1
