timestamp,Delta,Theta,Alpha,Beta,Gamma,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,FO-NF,FO-FA,UF-NF,UF-FA,Label_Class
2025-11-09 14:58:25.168369,0.25388522928221124,0.29761234423556376,0.10964036808365248,0.2603180661827128,0.07854399221585974,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.169358,0.2709163978021403,0.3381054865737625,0.11385361435553445,0.1755703842440072,0.10155411702455563,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.170539,0.2573843472935447,0.20796483455420284,0.17615478133233795,0.2804362862623025,0.07805975055761222,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.171422,0.23877807874777204,0.27427600693859616,0.13739524023047478,0.2378790432283846,0.11167163085477232,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.172327,0.39498212518345366,0.16741582484612721,0.06450253212601809,0.23866495156290518,0.13443456628149597,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.173791,0.1216493907166705,0.1687228822532524,0.11745175395471948,0.35707395469315933,0.2351020183821981,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.175302,0.3478524279845387,0.32215622311382563,0.1105611265298752,0.1412154042632316,0.07821481810852901,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.176261,0.25772438680172516,0.35641146250421996,0.17400770444466906,0.14782330692730022,0.0640331393220856,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.177240,0.28472037171036596,0.1883873096177447,0.1331623363965273,0.232395088610442,0.16133489366492024,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
2025-11-09 14:58:25.178108,0.27939235605872614,0.1723857589639742,0.0947086111805672,0.27599220859982126,0.17752106519691133,0.8600588757606229,-0.15691408475247526,1.876877680792079,16542.0,-0.4511664442811469,0.1889955990227929,0.375,0.125,0.375,0.125,0
