timestamp,Delta,Theta,Alpha,Beta,Gamma,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,FO-NF,FO-FA,UF-NF,UF-FA,Label_Class
2025-11-09 16:28:48.852823,0.14614215519130247,0.16118568704683975,0.14294638016644348,0.32149933552242926,0.22822644207298504,0.9667258354165362,-0.11284379969954936,1.9560415543314973,999.0,-0.1529366702234341,0.06791621555053935,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:28:48.853450,0.10746246325759425,0.19100410622935138,0.1734153131562203,0.29894126494304757,0.22917685241378655,0.9667258354165362,-0.11284379969954936,1.9560415543314973,999.0,-0.1529366702234341,0.06791621555053935,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:28:48.854030,0.09580451061064237,0.16148993238015075,0.16912461041068896,0.36339677047336505,0.21018417612515283,0.9667258354165362,-0.11284379969954936,1.9560415543314973,999.0,-0.1529366702234341,0.06791621555053935,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:28:48.854773,0.08164186911481304,0.21006216979662565,0.1328353840717644,0.3350139900651755,0.2404465869516214,0.9667258354165362,-0.11284379969954936,1.9560415543314973,999.0,-0.1529366702234341,0.06791621555053935,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.169724,0.1004203123936786,0.1344867386302749,0.15764096410513279,0.3066604569330654,0.3007915279378484,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.170354,0.0976863076127798,0.12703824165849448,0.15301254117311322,0.3790529385587527,0.24320997099685981,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.171678,0.07761810802708222,0.12629227113274852,0.2024926168937387,0.303949842265535,0.2896471616808954,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.172675,0.06866183867222711,0.20263665225004088,0.2443135208121745,0.32696095553844495,0.15742703272711253,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.173264,0.0777326494505931,0.17176581727047358,0.22563133491125137,0.3093709208601539,0.21549927750752804,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.173814,0.18027323260276465,0.20650382226091216,0.10532844754616794,0.31162406480010046,0.19627043279005482,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
2025-11-09 16:30:43.174388,0.12843420825625826,0.16800404394713628,0.10839736448589045,0.39000165693995287,0.2051627263707621,0.9807247529394206,-0.17562114728682168,2.068158542635659,2900.5,-0.1282579795862749,0.05531710388476491,0.5625,0.1875,0.1875,0.0625,0
